,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,sunrise,sunset,bc,br,dz,fg,fg+,fu,gr,hz,mi,ra,sn,sq,ts,vc
390,2009-05-23,79.5,52.5,66.0,50.5,57.5,0.0,1.0,0.0,29.36,30.055,4.5,7.5,5.6,4.416666666666667,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2009-05-24,70.5,55.5,63.0,46.5,53.5,2.0,0.0,0.0,29.365000000000002,30.060000000000002,10.55,3.5,10.9,4.4,19.216666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2009-05-25,65.5,55.0,60.25,44.5,52.0,4.5,0.0,0.06,29.305,30.009999999999998,9.5,6.0,10.15,4.383333333333334,19.233333333333334,0,0,1,0,0,0,0,0,0,1,0,0,0,0
393,2009-05-26,75.0,54.5,64.75,52.5,56.5,0.5,0.5,1.555,29.104999999999997,29.814999999999998,6.6,5.5,7.3,4.366666666666666,19.25,0,1,0,0,0,0,0,0,0,1,0,0,1,0
394,2009-05-27,74.0,56.5,65.25,59.0,61.5,0.5,1.0,0.01,28.985,29.675,5.2,24.0,7.75,4.366666666666666,19.266666666666666,0,1,1,0,0,0,0,1,0,0,0,0,0,0
395,2009-05-28,63.0,54.5,58.75,51.0,54.0,6.0,0.0,0.0,29.085,29.755000000000003,6.8,29.5,8.2,4.35,19.266666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2009-05-29,75.5,52.5,64.0,49.0,55.0,1.5,0.5,0.0,29.200000000000003,29.875,2.35,31.5,6.85,4.35,19.283333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2009-05-30,79.0,51.5,65.25,46.0,54.5,0.0,0.5,0.0,29.119999999999997,29.805,2.35,28.0,6.699999999999999,4.333333333333333,19.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398,2009-05-31,72.5,47.0,59.75,42.0,51.0,5.0,0.0,0.0,29.235,29.935000000000002,2.8,9.5,5.449999999999999,4.333333333333333,19.316666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,2009-06-01,79.0,51.5,65.25,53.5,57.5,0.0,0.5,0.635,29.22,29.884999999999998,1.1,34.0,10.55,4.316666666666666,19.333333333333332,0,0,0,0,0,0,0,0,0,1,0,0,1,0
400,2009-06-02,60.5,49.0,54.75,46.5,50.5,10.0,0.0,0.09,29.39,30.08,7.8500000000000005,3.0,8.6,4.316666666666666,19.333333333333332,0,1,0,0,0,0,0,0,0,1,0,0,0,0
401,2009-06-03,61.0,45.0,53.0,39.5,47.0,12.0,0.0,0.0,29.445,30.14,10.75,3.0,11.05,4.3,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,2009-06-04,68.0,44.5,56.25,37.5,48.5,8.5,0.0,0.0,29.335,30.05,4.95,4.5,6.15,4.3,19.366666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2009-06-05,79.5,45.5,62.5,43.5,54.0,2.0,0.0,0.0,29.205,29.91,6.05,25.5,6.95,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2009-06-06,64.5,53.0,58.75,46.5,51.5,6.0,0.0,0.01,29.23,29.925,5.45,4.0,7.45,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0
405,2009-06-07,73.5,54.0,63.75,53.5,58.0,1.0,0.0,0.02,29.175,29.865000000000002,2.1,9.5,7.300000000000001,4.283333333333333,19.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
406,2009-06-08,81.0,53.5,67.25,60.5,64.0,0.0,2.5,0.375,29.085,29.765,6.15,24.5,9.6,4.283333333333333,19.416666666666668,0,1,0,0,0,0,0,1,0,1,0,0,1,0
407,2009-06-09,67.0,55.5,61.25,53.0,56.0,3.5,0.0,0.0,29.259999999999998,29.94,5.2,7.0,7.1,4.266666666666667,19.416666666666668,0,1,1,0,0,0,0,1,0,0,0,0,0,0
408,2009-06-10,67.0,54.5,60.75,49.5,54.0,4.0,0.0,0.025,29.18,29.884999999999998,8.25,4.5,8.95,4.266666666666667,19.433333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0
409,2009-06-11,62.0,53.0,57.5,52.0,54.0,7.0,0.0,0.575,29.14,29.825,9.5,2.0,9.65,4.266666666666667,19.433333333333334,0,1,0,0,0,0,0,1,0,1,0,0,0,0
410,2009-06-12,73.0,49.5,61.25,49.0,55.0,3.5,0.0,0.0,29.27,29.95,4.7,6.5,6.25,4.266666666666667,19.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0
411,2009-06-13,67.0,55.0,61.0,51.5,55.0,4.0,0.0,0.32,29.310000000000002,29.994999999999997,6.550000000000001,4.5,7.15,4.266666666666667,19.45,0,1,0,0,0,0,0,0,0,1,0,0,0,0
412,2009-06-14,76.5,52.5,64.5,49.0,57.0,0.5,0.0,0.0,29.314999999999998,30.005000000000003,4.8,4.5,5.25,4.266666666666667,19.466666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2009-06-15,81.0,55.0,68.0,49.0,58.0,0.0,3.0,0.0,29.310000000000002,30.0,6.45,9.0,7.050000000000001,4.266666666666667,19.466666666666665,0,0,0,0,0,0,0,1,0,0,0,0,0,0
414,2009-06-16,71.0,61.5,66.25,56.0,60.5,0.0,1.5,1.15,29.18,29.880000000000003,10.75,10.5,11.25,4.266666666666667,19.483333333333334,0,1,0,0,0,0,0,0,0,1,0,0,0,0
415,2009-06-17,72.0,62.0,67.0,59.5,62.5,0.0,2.0,0.0,29.185000000000002,29.875,2.8,35.0,6.45,4.266666666666667,19.483333333333334,0,1,0,0,0,0,0,1,0,0,0,0,0,0
416,2009-06-18,80.5,62.0,71.25,63.5,67.0,0.0,6.5,0.11499999999999999,29.115,14.895,5.2,16.5,6.85,4.266666666666667,19.483333333333334,0,1,0,0,0,0,0,1,0,1,0,0,1,0
417,2009-06-19,87.0,65.5,76.25,67.5,69.5,0.0,11.5,2.42,29.0,29.689999999999998,6.75,18.0,11.05,4.266666666666667,19.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0
418,2009-06-20,87.5,68.5,78.0,65.0,70.0,0.0,13.5,0.0,29.104999999999997,29.75,8.3,28.5,8.6,4.266666666666667,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2009-06-21,85.0,70.5,77.75,63.5,68.5,0.0,13.0,0.005,29.145000000000003,29.810000000000002,3.05,8.0,3.7,4.266666666666667,19.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
420,2009-06-22,89.0,69.0,79.0,67.0,71.0,0.0,14.5,0.075,29.119999999999997,29.78,4.65,11.5,6.4,4.283333333333333,19.516666666666666,0,0,0,0,0,0,0,0,0,1,0,0,1,0
421,2009-06-23,93.0,73.0,83.0,68.5,73.0,0.0,18.5,0.0,29.189999999999998,29.86,2.3,13.5,4.0,4.283333333333333,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2009-06-24,93.5,74.0,83.75,68.0,73.0,0.0,19.0,0.41000000000000003,29.185000000000002,29.86,2.0,22.5,5.05,4.283333333333333,19.516666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,0
423,2009-06-25,93.5,75.5,84.5,68.5,73.0,0.0,20.0,0.0,29.115,29.785,2.1,29.0,4.75,4.283333333333333,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2009-06-26,86.0,70.5,78.25,60.5,33.5,0.0,13.5,0.0,14.6,29.84,6.4,4.0,8.1,4.3,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2009-06-27,89.5,64.5,77.0,60.5,67.0,0.0,12.5,0.175,29.14,29.810000000000002,5.55,21.5,6.9,4.3,19.516666666666666,0,0,0,0,0,0,0,0,0,1,0,0,1,0
426,2009-06-28,83.0,67.0,75.0,53.0,62.0,0.0,10.5,0.0,29.04,29.72,13.649999999999999,29.0,14.1,4.316666666666666,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,2009-06-29,77.5,64.0,70.75,54.0,61.0,0.0,6.0,0.0,28.92,29.595,12.8,30.0,13.399999999999999,4.316666666666666,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2009-06-30,67.0,60.0,63.5,53.0,57.5,1.0,0.0,0.0,28.975,29.645,8.5,30.0,8.7,4.316666666666666,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2009-07-01,65.0,57.0,61.0,53.0,56.5,4.0,0.0,0.01,29.1,29.765,7.3999999999999995,31.5,8.05,4.333333333333333,19.516666666666666,0,1,1,0,0,0,0,0,0,1,0,0,0,0
430,2009-07-02,73.0,59.5,66.25,54.5,60.0,0.0,1.5,0.0,29.285,29.945,7.050000000000001,31.0,8.2,4.333333333333333,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,2009-07-03,79.0,62.5,70.75,56.0,62.0,0.0,6.0,0.0,29.384999999999998,30.055,1.5,18.0,6.15,4.35,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,2009-07-04,69.0,61.0,65.0,58.0,61.5,0.5,0.5,0.16,29.285,29.985,2.6,13.5,4.25,4.366666666666666,19.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0
433,2009-07-05,81.5,59.0,70.25,58.5,63.5,0.0,5.5,0.04,29.225,29.91,0.5,35.0,2.5,4.366666666666666,19.5,0,1,0,0,0,0,0,1,0,1,0,0,0,0
434,2009-07-06,85.5,61.5,73.5,54.0,62.5,0.0,8.5,0.0,29.17,29.85,5.85,30.5,6.65,4.383333333333334,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2009-07-07,76.5,62.0,69.25,54.5,60.5,0.0,4.5,0.0,29.21,29.884999999999998,5.9,7.0,7.25,4.383333333333334,19.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
436,2009-07-08,66.5,61.5,64.0,55.5,59.0,1.0,0.0,0.115,29.310000000000002,29.985,6.9,7.0,7.2,4.4,19.483333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0
437,2009-07-09,79.5,61.0,70.25,57.5,63.5,0.0,5.5,0.0,29.380000000000003,30.060000000000002,6.15,10.5,7.1,4.416666666666667,19.483333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,2009-07-10,83.0,65.0,74.0,64.5,67.5,0.0,9.5,0.1,29.375,30.049999999999997,4.0,21.0,4.75,4.416666666666667,19.483333333333334,0,1,0,0,0,0,0,1,0,1,0,0,0,0
439,2009-07-11,85.0,65.5,75.25,59.5,66.0,0.0,10.5,0.685,29.365000000000002,30.03,5.35,30.0,7.3,4.433333333333334,19.466666666666665,0,1,0,0,0,0,0,1,0,1,0,0,1,0
440,2009-07-12,82.0,59.0,70.5,50.5,60.0,0.0,5.5,0.0,29.380000000000003,30.060000000000002,2.4,31.0,5.45,4.45,19.466666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,2009-07-13,78.5,63.5,71.0,47.0,58.0,0.0,6.0,0.0,29.384999999999998,30.060000000000002,5.3,7.0,6.6,4.466666666666667,19.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,2009-07-14,80.5,57.5,69.0,50.0,59.5,0.0,4.5,0.0,29.375,30.064999999999998,7.1,16.0,7.6,4.466666666666667,19.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,2009-07-15,85.5,66.0,75.75,62.0,67.0,0.0,11.0,0.5,29.205,29.89,10.0,24.5,13.100000000000001,4.483333333333333,19.433333333333334,0,1,0,0,0,0,0,0,0,1,0,0,1,0
444,2009-07-16,81.0,64.5,72.75,56.5,62.5,0.0,8.0,0.085,29.200000000000003,29.884999999999998,9.75,28.0,10.55,4.5,19.416666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,2009-07-17,70.0,57.5,63.75,51.5,56.5,1.0,0.0,0.0,29.18,29.865000000000002,10.35,29.5,10.600000000000001,4.516666666666667,19.416666666666668,0,0,0,0,0,0,0,0,0,1,0,0,0,0
446,2009-07-18,72.5,57.5,65.0,52.0,57.5,0.0,0.5,0.0,29.335,30.005000000000003,7.35,31.5,7.6499999999999995,4.533333333333333,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,2009-07-19,72.0,58.5,65.25,52.5,58.5,0.5,1.0,0.0,29.42,30.105,1.35,20.0,4.3,4.55,19.383333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2009-07-20,76.0,57.0,66.5,55.5,60.5,0.0,2.0,0.0,29.39,30.085,5.65,9.5,6.0,4.55,19.383333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2009-07-21,81.0,61.0,71.0,56.5,62.5,0.0,6.0,0.02,29.305,30.0,4.0,13.5,6.05,4.566666666666666,19.366666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0
450,2009-07-22,78.5,64.5,71.5,60.0,64.0,0.0,7.0,0.0,29.255000000000003,29.939999999999998,3.15,7.0,5.45,4.583333333333333,19.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0
451,2009-07-23,80.5,62.5,71.5,59.0,63.5,0.0,6.5,0.05,29.235,29.92,2.15,16.5,5.5,4.6,19.333333333333332,0,1,0,0,0,0,0,1,0,0,0,0,1,0
452,2009-07-24,83.0,61.5,72.25,59.5,64.5,0.0,7.5,0.165,29.11,29.825,8.8,23.0,9.7,4.616666666666667,19.316666666666666,0,0,0,0,0,0,0,0,0,1,0,0,1,0
453,2009-07-25,81.0,66.0,73.5,58.5,64.5,0.0,9.0,0.0,29.049999999999997,29.72,10.7,27.5,11.3,4.633333333333333,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,2009-07-26,82.0,63.5,72.75,58.5,64.5,0.0,8.0,0.0,29.155,29.810000000000002,8.55,29.0,9.0,4.65,19.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
455,2009-07-27,84.0,65.0,74.5,61.0,66.5,0.0,9.5,0.025,29.17,29.855,9.25,23.0,9.85,4.666666666666667,19.283333333333335,0,0,0,0,0,0,0,0,0,1,0,0,0,0
456,2009-07-28,85.0,67.0,76.0,61.0,66.5,0.0,11.0,0.01,29.104999999999997,29.775,6.45,28.0,7.85,4.683333333333334,19.266666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0
457,2009-07-29,80.0,64.0,72.0,51.5,60.0,0.0,7.5,0.0,29.16,29.83,4.0,19.0,7.1,4.7,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2009-07-30,79.5,62.0,70.75,57.0,62.5,0.0,6.0,0.0,29.174999999999997,29.845,4.65,23.5,5.9,4.716666666666667,19.233333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2009-07-31,81.5,60.0,70.75,54.5,61.5,0.0,6.0,0.0,29.259999999999998,29.93,6.050000000000001,26.5,7.0,4.733333333333333,19.216666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,2009-08-01,75.0,62.0,68.5,59.0,62.5,0.0,3.5,0.005,29.21,29.905,11.1,22.5,10.95,4.75,19.183333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461,2009-08-02,78.5,57.5,68.0,51.5,59.0,0.0,3.5,0.0,29.23,29.925,6.5,25.5,9.0,4.766666666666667,19.166666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,2009-08-03,85.0,67.5,76.25,60.5,66.0,0.0,11.5,0.065,29.135,29.814999999999998,11.6,21.0,11.850000000000001,4.783333333333333,19.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
463,2009-08-04,85.5,68.0,76.75,62.0,67.5,0.0,12.0,0.0,29.19,29.86,2.15,3.5,6.0,4.8,19.133333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0
464,2009-08-05,79.0,63.5,71.25,55.0,62.0,0.0,6.5,0.0,29.369999999999997,30.04,3.3499999999999996,6.0,4.9,4.816666666666666,19.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,2009-08-06,81.5,61.0,71.25,51.0,60.0,0.0,6.5,0.0,29.415,30.085,2.4,7.5,5.45,4.833333333333333,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2009-08-07,74.0,65.5,69.75,59.0,63.0,0.0,5.0,0.28,29.384999999999998,30.085,6.85,15.0,7.5,4.85,19.066666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0
467,2009-08-08,89.0,68.5,78.75,70.0,73.0,0.0,14.0,0.05,29.23,29.92,12.55,21.0,13.2,4.866666666666667,19.05,0,1,0,0,0,0,0,0,0,1,0,0,1,0
468,2009-08-09,91.5,77.0,84.25,71.5,74.5,0.0,19.5,0.09999999999999999,29.259999999999998,29.93,11.35,23.0,12.600000000000001,4.883333333333333,19.033333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,2009-08-10,85.5,70.5,78.0,65.5,69.5,0.0,13.5,0.0,29.275,29.945,7.6000000000000005,26.0,8.05,4.9,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,2009-08-11,81.5,63.5,72.5,61.5,66.0,0.0,7.5,0.0,29.33,29.990000000000002,6.199999999999999,2.0,8.35,4.916666666666667,18.983333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,2009-08-12,82.5,61.5,72.0,55.5,62.5,0.0,7.5,0.0,29.415,30.08,4.6,4.5,6.45,4.933333333333334,18.966666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2009-08-13,86.0,61.5,73.75,55.0,63.0,0.0,9.0,0.0,29.41,30.095,1.75,15.0,3.9,4.95,18.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2009-08-14,88.0,65.0,76.5,59.0,66.0,0.0,12.0,0.0,29.41,30.09,5.85,21.0,6.1,4.966666666666667,18.916666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,2009-08-15,89.0,68.5,78.75,61.0,67.5,0.0,14.0,0.0,29.35,30.03,8.5,19.0,8.8,4.983333333333333,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,2009-08-16,89.0,70.5,79.75,67.5,70.5,0.0,15.0,0.45,29.305,29.979999999999997,9.4,20.5,10.149999999999999,5.0,18.866666666666667,0,0,0,0,0,0,0,0,0,1,0,0,1,0
476,2009-08-17,83.0,70.5,76.75,68.0,70.5,0.0,12.0,0.45999999999999996,29.310000000000002,29.990000000000002,4.85,22.0,6.65,5.016666666666667,18.85,0,1,0,0,0,0,0,0,0,1,0,0,1,0
477,2009-08-18,83.5,65.5,74.5,60.0,65.5,0.0,9.5,0.0,29.305,29.979999999999997,7.75,27.0,8.2,5.033333333333333,18.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2009-08-19,82.0,61.5,71.75,61.0,65.5,0.0,7.0,0.48,29.115,29.825,5.800000000000001,16.0,8.45,5.05,18.8,0,1,0,0,0,0,0,0,0,1,0,0,1,0
479,2009-08-20,78.5,64.0,71.25,61.0,65.0,0.0,6.5,0.095,28.965,29.655,12.149999999999999,23.0,12.6,5.066666666666666,18.766666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0
480,2009-08-21,73.5,59.0,66.25,58.0,61.0,0.0,1.5,0.10500000000000001,29.1,29.75,8.9,27.0,11.95,5.083333333333333,18.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0
481,2009-08-22,68.5,57.5,63.0,52.0,56.5,1.5,0.0,0.0,29.335,29.994999999999997,8.6,18.5,9.9,5.1,18.716666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,2009-08-23,73.5,57.0,65.25,54.0,58.5,0.0,0.5,0.0,29.41,30.085,3.1,3.5,7.0,5.133333333333334,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2009-08-24,79.0,55.5,67.25,56.5,61.5,0.0,2.5,0.0,29.439999999999998,30.125,4.4,21.0,5.4,5.15,18.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2009-08-25,82.5,60.0,71.25,61.0,65.0,0.0,6.5,0.0,29.36,30.045,8.7,21.0,8.899999999999999,5.166666666666667,18.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,2009-08-26,72.5,63.0,67.75,63.0,64.5,0.0,3.0,0.7350000000000001,29.39,30.075,4.55,2.0,7.55,5.183333333333334,18.616666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0
486,2009-08-27,67.0,61.5,64.25,60.5,62.0,0.5,0.0,1.0699999999999998,29.384999999999998,30.075,9.899999999999999,7.5,10.35,5.2,18.583333333333332,0,1,0,0,0,0,0,0,0,1,0,0,0,0
487,2009-08-28,69.5,60.5,65.0,61.0,62.5,0.5,0.5,0.25,29.21,29.925,3.0,2.0,5.550000000000001,5.216666666666667,18.566666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0
488,2009-08-29,69.0,56.0,62.5,51.5,56.5,2.0,0.0,0.015,29.21,29.884999999999998,10.9,31.0,11.45,5.233333333333333,18.533333333333335,0,1,1,0,0,0,0,0,0,1,0,0,0,0
489,2009-08-30,66.0,51.0,58.5,47.0,52.5,6.0,0.0,0.0,29.47,30.134999999999998,8.8,1.0,9.9,5.25,18.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,2009-08-31,67.5,49.0,58.25,44.0,52.0,6.5,0.0,0.0,29.575000000000003,30.265,5.05,3.5,6.4,5.266666666666667,18.483333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,2009-09-01,71.5,48.5,60.0,48.0,54.0,4.5,0.0,0.0,29.6,30.305,3.25,5.0,3.45,5.283333333333333,18.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,2009-09-02,72.5,51.5,62.0,50.5,56.0,2.5,0.0,0.0,29.535,30.240000000000002,3.65,7.0,4.5,5.3,18.433333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,2009-09-03,75.0,56.5,65.75,54.5,59.5,0.0,1.0,0.0,29.450000000000003,30.15,4.95,5.5,5.95,5.316666666666666,18.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
494,2009-09-04,75.0,56.0,65.5,54.5,59.5,0.0,1.0,0.0,29.465,30.145,3.7,4.0,4.25,5.333333333333333,18.366666666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0
495,2009-09-05,78.0,55.5,66.75,57.0,61.5,0.0,2.0,0.0,29.515,30.200000000000003,4.75,5.0,5.55,5.35,18.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0
496,2009-09-06,77.0,63.5,70.25,59.0,63.5,0.0,5.5,0.015,29.494999999999997,30.18,5.25,6.5,5.949999999999999,5.366666666666666,18.316666666666666,0,1,0,0,0,0,0,1,0,1,0,0,0,0
497,2009-09-07,77.0,61.0,69.0,59.0,62.5,0.0,4.0,0.0,29.415,15.045,6.05,3.5,5.45,5.383333333333334,18.283333333333335,0,1,0,0,0,0,0,1,0,0,0,0,0,0
498,2009-09-08,78.0,61.0,69.5,61.0,64.0,0.0,4.5,0.0,29.384999999999998,30.060000000000002,6.75,3.5,7.65,5.4,18.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0
499,2009-09-09,77.5,66.5,72.0,63.0,65.5,0.0,7.5,0.0,29.445,30.130000000000003,6.449999999999999,6.5,7.050000000000001,5.416666666666667,18.233333333333334,0,1,0,0,0,0,0,1,0,0,0,0,0,0
500,2009-09-10,80.5,64.5,72.5,62.0,65.5,0.0,8.0,0.0,29.509999999999998,30.185000000000002,6.3,6.5,7.05,5.433333333333334,18.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
501,2009-09-11,79.0,62.5,70.75,59.0,63.5,0.0,6.0,0.0,29.465,30.16,5.75,7.5,6.15,5.45,18.166666666666668,0,1,0,0,0,0,0,0,0,0,0,0,0,0
502,2009-09-12,78.5,59.5,69.0,60.5,63.5,0.0,4.5,0.0,29.439999999999998,30.130000000000003,3.45,4.5,4.65,5.466666666666667,18.15,0,1,0,1,1,0,0,0,0,0,0,0,0,0
503,2009-09-13,79.5,57.5,68.5,54.5,60.5,0.0,3.5,0.005,29.42,30.115000000000002,2.0,7.0,3.6,5.483333333333333,18.116666666666667,0,1,0,1,1,0,0,0,1,0,0,0,0,0
504,2009-09-14,84.0,58.5,71.25,55.5,61.5,0.0,6.5,0.0,29.369999999999997,30.060000000000002,0.6000000000000001,23.0,2.4000000000000004,5.5,18.083333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,2009-09-15,82.5,63.5,73.0,58.5,63.5,0.0,8.0,0.0,29.384999999999998,30.060000000000002,6.0,2.0,7.25,5.516666666666667,18.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,2009-09-16,71.5,60.5,66.0,54.0,59.5,0.0,1.0,0.0,29.515,30.189999999999998,11.75,5.5,12.4,5.533333333333333,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,2009-09-17,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.48,30.175,3.95,6.5,4.800000000000001,5.55,17.966666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,2009-09-18,79.0,51.0,65.0,55.0,59.0,0.0,0.5,0.0,29.490000000000002,30.175,5.199999999999999,2.5,6.550000000000001,5.583333333333333,17.933333333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0
509,2009-09-19,75.5,56.5,66.0,55.0,59.5,0.0,1.5,0.0,29.509999999999998,30.205,3.8000000000000003,10.0,5.85,5.6,17.916666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2009-09-20,72.0,54.0,63.0,56.0,60.0,1.5,0.0,0.595,29.310000000000002,30.03,6.15,7.5,7.6,5.616666666666667,17.883333333333333,0,1,1,0,0,0,0,0,0,1,0,0,0,0
511,2009-09-21,68.0,61.5,64.75,59.5,61.5,0.5,0.5,0.0,29.285,29.975,3.55,23.0,5.05,5.633333333333333,17.85,0,1,1,0,0,0,0,1,0,0,0,0,0,0
512,2009-09-22,76.5,61.0,68.75,65.0,67.0,0.0,4.0,0.02,29.310000000000002,29.975,5.2,17.5,7.5,5.65,17.816666666666666,0,1,0,0,0,0,0,1,0,1,0,0,0,0
513,2009-09-23,76.0,62.0,69.0,62.5,64.0,0.0,4.0,0.0,29.445,30.115000000000002,0.7,31.5,4.35,5.666666666666667,17.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
514,2009-09-24,72.0,64.0,68.0,62.5,64.5,0.0,3.5,0.0,29.465,30.155,4.199999999999999,6.5,4.550000000000001,5.683333333333334,17.766666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0
515,2009-09-25,70.0,60.0,65.0,57.0,60.0,0.0,0.0,0.09,29.415,30.115000000000002,5.4,11.0,6.8,5.7,17.733333333333334,0,1,1,0,0,0,0,0,0,1,0,0,0,0
516,2009-09-26,67.5,55.5,61.5,56.0,59.0,3.5,0.0,0.0,29.18,29.905,3.95,26.5,4.6,5.716666666666667,17.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
517,2009-09-27,74.0,51.5,62.75,53.0,57.5,2.0,0.0,0.27999999999999997,28.875,29.59,7.8999999999999995,22.5,10.2,5.733333333333333,17.683333333333334,0,1,0,1,1,0,0,0,0,1,0,0,1,0
518,2009-09-28,62.5,49.5,56.0,42.0,49.0,8.5,0.0,0.005,28.945,29.61,20.05,28.5,20.45,5.75,17.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0
