date,address,species,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,nummosquitos,wnvcount,wnvpresent,station,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,month,sunrise,sunset,bc,br,dz,fg,fg+,fu,hz,mi,ra,sn,sq,ts,vc,gr,sprayed
2007-09-12,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-19,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,1.0,0.0,0.0,2,84,68,76.0,59,65.0,0.0,11.0, ,0.0,29.47,30.09,3.5,25,9.0,9,5.6,17.916666666666668,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1.0,0.0,0.0,1,88,63,75.5,58,65.0,0.0,11.0, ,0.0,29.34,30.06,12.9,19,13.1,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-19,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,9,1.0,0.0,0.0,2,84,68,76.0,59,65.0,0.0,11.0, ,0.0,29.47,30.09,3.5,25,9.0,9,5.6,17.916666666666668,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-19,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,1.0,0.0,0.0,2,84,68,76.0,59,65.0,0.0,11.0, ,0.0,29.47,30.09,3.5,25,9.0,9,5.6,17.916666666666668,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-19,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,1.0,0.0,0.0,2,84,68,76.0,59,65.0,0.0,11.0, ,0.0,29.47,30.09,3.5,25,9.0,9,5.6,17.916666666666668,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1.0,0.0,0.0,1,88,63,75.5,58,65.0,0.0,11.0, ,0.0,29.34,30.06,12.9,19,13.1,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"6400 West Strong Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8,1.0,0.0,0.0,1,88,63,75.5,58,65.0,0.0,11.0, ,0.0,29.34,30.06,12.9,19,13.1,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,1.0,0.0,0.0,1,88,63,75.5,58,65.0,0.0,11.0, ,0.0,29.34,30.06,12.9,19,13.1,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,1.0,0.0,0.0,1,88,63,75.5,58,65.0,0.0,11.0, ,0.0,29.34,30.06,12.9,19,13.1,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,9,1.0,0.0,0.0,1,88,63,75.5,58,65.0,0.0,11.0, ,0.0,29.34,30.06,12.9,19,13.1,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1.0,0.0,0.0,1,88,63,75.5,58,65.0,0.0,11.0, ,0.0,29.34,30.06,12.9,19,13.1,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX TERRITANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1.0,0.0,0.0,1,88,63,75.5,58,65.0,0.0,11.0, ,0.0,29.34,30.06,12.9,19,13.1,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"North Streeter Drive, Chicago, IL 60611, USA",CULEX TERRITANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2009-08-25,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,1.0,0.0,0.0,2,82,61,71.5,61,65.0,0.0,7.0, ,0.0,29.39,30.04,8.3,21,8.6,8,5.166666666666667,18.65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-19,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX TERRITANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1.0,0.0,0.0,2,84,68,76.0,59,65.0,0.0,11.0, ,0.0,29.47,30.09,3.5,25,9.0,9,5.6,17.916666666666668,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX PIPIENS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX PIPIENS/RESTUANS,18, W LELAND AVE,T219,"1800  W LELAND AVE, Chicago, IL",41.966987,-87.674677,8,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX TERRITANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX SALINARIUS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,9,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX RESTUANS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,8,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,1.0,0.0,0.0,1,67,46,56.5,42,49.0,8.0,0.0, ,0.0,29.4,30.12,1.8,3,5.6,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2009-06-19,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,1.0,0.0,0.0,2,88,66,77.0,68,70.0,0.0,12.0,TS TS RA RA BR,0.87,29.03,29.68,6.3,18,10.5,6,4.266666666666667,19.5,0,1,0,0,0,0,0,0.0,1,0,0,1,0,0.0,0
2009-06-19,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1.0,0.0,0.0,2,88,66,77.0,68,70.0,0.0,12.0,TS TS RA RA BR,0.87,29.03,29.68,6.3,18,10.5,6,4.266666666666667,19.5,0,1,0,0,0,0,0,0.0,1,0,0,1,0,0.0,0
2009-09-25,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,1.0,0.0,0.0,2,70,60,65.0,57,60.0,0.0,0.0,RA DZ BR,0.02,29.44,30.11,5.4,11,6.3,9,5.7,17.733333333333334,0,1,1,0,0,0,0,0.0,1,0,0,0,0,0.0,0
2009-08-25,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,1.0,0.0,0.0,2,82,61,71.5,61,65.0,0.0,7.0, ,0.0,29.39,30.04,8.3,21,8.6,8,5.166666666666667,18.65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2009-08-25,"South Torrence Avenue, Chicago, IL, USA",CULEX TARSALIS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,1.0,0.0,0.0,2,82,61,71.5,61,65.0,0.0,7.0, ,0.0,29.39,30.04,8.3,21,8.6,8,5.166666666666667,18.65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2009-08-25,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,1.0,0.0,0.0,2,82,61,71.5,61,65.0,0.0,7.0, ,0.0,29.39,30.04,8.3,21,8.6,8,5.166666666666667,18.65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2009-08-25,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,1.0,0.0,0.0,2,82,61,71.5,61,65.0,0.0,7.0, ,0.0,29.39,30.04,8.3,21,8.6,8,5.166666666666667,18.65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2009-08-25,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1.0,1.0,1.0,2,82,61,71.5,61,65.0,0.0,7.0, ,0.0,29.39,30.04,8.3,21,8.6,8,5.166666666666667,18.65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2009-08-25,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,1.0,0.0,0.0,2,82,61,71.5,61,65.0,0.0,7.0, ,0.0,29.39,30.04,8.3,21,8.6,8,5.166666666666667,18.65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2009-08-25,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,1.0,0.0,0.0,2,82,61,71.5,61,65.0,0.0,7.0, ,0.0,29.39,30.04,8.3,21,8.6,8,5.166666666666667,18.65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2009-08-25,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,1.0,0.0,0.0,2,82,61,71.5,61,65.0,0.0,7.0, ,0.0,29.39,30.04,8.3,21,8.6,8,5.166666666666667,18.65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2009-08-25,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,1.0,0.0,0.0,2,82,61,71.5,61,65.0,0.0,7.0, ,0.0,29.39,30.04,8.3,21,8.6,8,5.166666666666667,18.65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX SALINARIUS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-19,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1.0,0.0,0.0,2,84,68,76.0,59,65.0,0.0,11.0, ,0.0,29.47,30.09,3.5,25,9.0,9,5.6,17.916666666666668,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-18,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX TERRITANS,30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,1.0,0.0,0.0,2,89,66,77.5,57,65.0,0.0,13.0, ,0.0,29.41,30.05,12.5,19,12.8,9,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX PIPIENS,30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"6500 South Racine Avenue, Chicago, IL 60636, USA",CULEX PIPIENS,65, S RACINE AVE,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.655356,9,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"4200 West 31st Street, Chicago, IL 60623, USA",CULEX PIPIENS,42, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837085,-87.729384,9,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX TERRITANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"4000 North Tripp Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX SALINARIUS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2007-09-12,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1.0,0.0,0.0,2,66,46,56.0,43,50.0,9.0,0.0, ,0.0,29.46,30.11,1.9,5,6.0,9,5.466666666666667,18.15,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
