date,species,latitude,longitude,nummosquitos,wnvpresent,wnvcount,station,sprayed,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,month,sunrise,sunset,bc,br,dz,fg,fg+,fu,hz,mi,ra,sn,sq,ts,vc,gr,year
2009-06-02,CULEX RESTUANS,41.963976,-87.69181,113.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS,41.801498,-87.763416,3.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.801498,-87.763416,23.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.801498,-87.763416,13.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.803423,-87.642984,1.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.803423,-87.642984,5.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.798697,-87.736812,1.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.798697,-87.736812,2.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.986921,-87.689778,6.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.986921,-87.689778,4.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.776156,-87.778927,1.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.77166,-87.703047,11.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.77166,-87.703047,3.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS,41.916265,-87.800515,1.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,14.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.916265,-87.800515,12.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.754292,-87.590773,1.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.732984,-87.649642,22.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.732984,-87.649642,6.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.740641,-87.546587,3.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.740641,-87.546587,5.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.750498,-87.605294,3.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS,41.673408,-87.599862,2.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,3.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.673408,-87.599862,16.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS,41.723195,-87.64997,1.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.723195,-87.64997,2.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.723195,-87.64997,3.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS,41.868077,-87.666901,4.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,11.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.868077,-87.666901,8.0,0.0,0.0,2,0.0,61,50,55.5,47,51.0,9.0,0.0,RA BR,0.06,29.42,30.07,8.3,3,9.2,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,7.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,29.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.964242,-87.757639,4.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.960616,-87.777189,5.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,41.960616,-87.777189,10.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.991429,-87.747113,9.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,42.008314,-87.777921,12.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,42.008314,-87.777921,11.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX RESTUANS,42.011601,-87.811506,8.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX PIPIENS/RESTUANS,41.992478,-87.862995,9.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-02,CULEX TERRITANS,41.992478,-87.862995,1.0,0.0,0.0,1,0.0,60,48,54.0,46,50.0,11.0,0.0,RA BR,0.12,29.36,30.09,7.4,3,8.0,6,4.316666666666666,19.33333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2009
2009-06-03,CULEX PIPIENS/RESTUANS,41.974689,-87.890615,254.0,0.0,0.0,1,0.0,61,43,52.0,39,46.0,13.0,0.0, ,0.0,29.42,30.15,10.5,4,10.7,6,4.3,19.35,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-03,CULEX RESTUANS,41.974689,-87.890615,80.0,0.0,0.0,1,0.0,61,43,52.0,39,46.0,13.0,0.0, ,0.0,29.42,30.15,10.5,4,10.7,6,4.3,19.35,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-03,CULEX PIPIENS/RESTUANS,41.957799,-87.930995,11.0,0.0,0.0,1,0.0,61,43,52.0,39,46.0,13.0,0.0, ,0.0,29.42,30.15,10.5,4,10.7,6,4.3,19.35,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-03,CULEX RESTUANS,41.957799,-87.930995,3.0,0.0,0.0,1,0.0,61,43,52.0,39,46.0,13.0,0.0, ,0.0,29.42,30.15,10.5,4,10.7,6,4.3,19.35,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS,41.773215,-87.60088,7.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.773215,-87.60088,2.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.773215,-87.60088,2.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.89923,-87.716788,3.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.89923,-87.716788,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,12.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.867108,-87.654224,9.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.868142,-87.696269,3.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.868142,-87.696269,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.896282,-87.655232,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,42.010412,-87.66214,2.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.906638,-87.701431,2.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.906638,-87.701431,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.907645,-87.760886,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.907645,-87.760886,2.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.911824,-87.726737,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS,41.720848,-87.666014,2.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.720848,-87.666014,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.720848,-87.666014,6.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.768388,-87.678649,3.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.846075,-87.716277,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.891118,-87.654491,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.932094,-87.700117,3.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.932094,-87.700117,4.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS,41.704336,-87.703736,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,5.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.682587,-87.707973,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.800737,-87.71188,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,3.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.948167,-87.730698,2.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.948167,-87.730698,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS,41.82561,-87.726549,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.82561,-87.726549,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.822536,-87.666343,4.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS,41.662014,-87.724608,3.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,24.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.662014,-87.724608,31.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.963976,-87.69181,2.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS,41.801498,-87.763416,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.801498,-87.763416,3.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.801498,-87.763416,10.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.803423,-87.642984,5.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX RESTUANS,41.803423,-87.642984,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS,41.798697,-87.736812,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.798697,-87.736812,1.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
2009-06-05,CULEX PIPIENS/RESTUANS,41.986921,-87.689778,2.0,0.0,0.0,2,0.0,80,47,63.5,43,54.0,1.0,0.0, ,0.0,29.23,29.91,6.3,25,7.2,6,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2009
